vehicle_id,vehicle_type,fuel_type,vehicle_age,fuel_capacity_l,max_payload_kg,available,route_id,origin,destination,distance_km,required_payload_kg,traffic_factor,priority,average_speed_kmph,road_grade,weather_factor,fuel_consumed_l
V051,Light Commercial,Diesel,8,100,3500,True,R003,Depot B,Zone 1,296.2,1453.7,1.0,2,71.3,-1.68,1.08,46.87
V052,Van,Petrol,2,75,1500,True,R001,Depot B,Port Terminal,287.6,1396.7,1.66,1,44.3,-2.26,1.08,49.08
V020,Truck,Diesel,4,220,8000,True,R025,Hub North,Zone 1,69.3,6658.2,1.54,2,27.2,-3.46,1.07,29.39
V020,Truck,Diesel,4,220,8000,True,R013,Central Hub,Metro Area,191.4,4216.4,1.66,2,40.1,-2.47,1.04,69.38
V052,Van,Petrol,2,75,1500,True,R014,Depot A,Metro Area,54.7,1216.5,1.89,2,21.3,-3.06,1.04,10.75
V033,Truck,Diesel,6,220,8000,True,R020,Central Hub,Port Terminal,195.3,1813.8,1.45,2,58.4,0.33,1.08,66.42
V043,Truck,Diesel,9,220,8000,True,R014,Depot A,Metro Area,54.5,4400.2,1.6,2,32.8,-2.9,1.1,21.33
V030,Van,Diesel,11,75,1500,True,R018,Hub North,Port Terminal,157.7,724.0,1.27,1,61.5,2.58,1.05,23.72
V027,Truck,Diesel,10,220,8000,True,R002,Hub North,Metro Area,100.2,3009.2,1.57,3,47.9,2.62,1.03,45.59
V038,Light Commercial,Diesel,6,100,3500,True,R005,Hub North,Zone 3,174.7,3082.4,2.06,1,38.5,-1.74,1.24,44.07
V049,Truck,Diesel,8,220,8000,True,R028,Central Hub,Zone 4,28.3,6461.0,1.27,1,44.1,-0.37,1.01,11.06
V021,Van,Diesel,10,75,1500,True,R014,Depot A,Metro Area,54.2,1306.5,1.84,2,28.8,-2.08,1.04,9.64
V049,Truck,Diesel,8,220,8000,True,R006,Depot C,Zone 1,146.3,5119.5,1.73,2,49.9,4.85,1.03,84.14
V015,Van,Diesel,9,75,1500,True,R012,Depot A,Zone 2,54.4,629.7,1.0,2,49.9,1.39,1.06,7.26
V025,Truck,Diesel,11,220,8000,True,R011,Central Hub,Port Terminal,312.9,5946.3,1.27,1,61.5,0.22,1.05,122.35
V055,Van,CNG,6,75,1500,True,R009,Depot A,Industrial Park,90.7,288.4,1.42,1,38.0,-2.4,1.0,12.28
V058,Truck,Diesel,12,220,8000,True,R009,Depot A,Industrial Park,87.4,6600.9,1.67,1,26.3,-1.75,1.05,44.46
V056,Semi-Trailer,Diesel,6,450,26000,True,R022,Central Hub,Metro Area,263.0,3236.0,1.27,2,59.4,-2.96,1.12,99.2
V019,Semi-Trailer,Diesel,11,450,26000,True,R004,Depot C,Zone 3,266.4,20682.5,1.22,3,54.1,2.77,1.24,174.73
V051,Light Commercial,Diesel,8,100,3500,True,R010,Hub North,Zone 2,199.8,2444.2,1.07,2,69.3,3.67,1.08,47.12
V057,Light Commercial,Diesel,6,100,3500,True,R015,Central Hub,Zone 3,165.7,613.2,1.93,2,37.7,2.05,1.02,40.67
V059,Light Commercial,Diesel,7,100,3500,True,R017,Hub North,Zone 2,142.6,787.3,1.49,3,48.9,4.5,1.02,35.52
V002,Truck,Diesel,11,220,8000,True,R027,Depot C,Zone 1,68.3,3876.3,1.19,2,40.4,-1.95,1.14,25.3
V045,Light Commercial,Diesel,9,100,3500,True,R028,Central Hub,Zone 4,28.0,1242.1,1.66,1,32.1,-0.72,1.29,6.72
V060,Light Commercial,Diesel,7,100,3500,True,R009,Depot A,Industrial Park,88.8,2930.2,1.53,1,29.0,-2.43,1.06,21.0
V046,Truck,Diesel,4,220,8000,True,R017,Hub North,Zone 2,143.6,2111.3,1.46,3,58.8,4.73,1.01,67.0
V014,Light Commercial,Diesel,4,100,3500,True,R001,Depot B,Port Terminal,285.2,1590.8,1.62,1,48.6,-2.48,1.07,51.92
V046,Truck,Diesel,4,220,8000,True,R019,Depot B,Port Terminal,257.5,2571.2,1.29,2,55.1,-1.65,1.13,81.58
V007,Van,Petrol,11,75,1500,True,R005,Hub North,Zone 3,174.5,312.2,2.07,1,38.9,-1.86,1.03,30.69
V029,Van,Diesel,12,75,1500,True,R003,Depot B,Zone 1,294.1,481.2,1.05,2,75.6,-0.91,1.06,34.9
V038,Light Commercial,Diesel,6,100,3500,True,R021,Depot A,Metro Area,281.8,2908.5,1.38,1,55.8,0.19,1.01,60.51
V028,Van,Diesel,4,75,1500,True,R006,Depot C,Zone 1,148.7,1062.3,1.89,2,35.6,4.87,1.02,33.91
V042,Bus,Hybrid,4,280,6000,True,R015,Central Hub,Zone 3,162.4,5262.6,1.79,2,50.9,1.81,1.01,66.77
V015,Van,Diesel,9,75,1500,True,R004,Depot C,Zone 3,267.7,666.7,1.23,3,63.6,3.0,1.19,42.45
V037,Van,Petrol,6,75,1500,True,R023,Depot B,Zone 2,266.3,456.5,1.16,3,59.5,-1.62,1.11,32.35
V039,Truck,Diesel,12,220,8000,True,R023,Depot B,Zone 2,265.1,979.0,1.28,3,59.6,-1.88,1.06,79.27
V039,Truck,Diesel,12,220,8000,True,R018,Hub North,Port Terminal,156.1,4167.1,1.0,1,74.1,3.28,1.08,70.78
V018,Light Commercial,Hybrid,9,100,3500,True,R026,Central Hub,Zone 4,114.3,468.2,1.57,3,47.8,0.57,1.01,17.07
V019,Semi-Trailer,Diesel,11,450,26000,True,R014,Depot A,Metro Area,53.5,2694.5,2.01,2,20.1,-2.43,1.01,33.19
V016,Van,Petrol,6,75,1500,True,R006,Depot C,Zone 1,149.3,921.0,1.65,2,45.7,3.94,1.01,31.88
V028,Van,Diesel,4,75,1500,True,R005,Hub North,Zone 3,171.4,360.2,1.85,1,37.1,-1.81,1.01,22.23
V036,Van,Diesel,6,75,1500,True,R007,Central Hub,Industrial Park,287.5,863.7,1.27,3,57.7,1.07,1.12,40.17
V022,Truck,Diesel,10,220,8000,True,R007,Central Hub,Industrial Park,288.3,4700.0,1.28,3,60.3,1.35,1.01,115.8
V025,Truck,Diesel,11,220,8000,True,R010,Hub North,Zone 2,196.9,5722.1,1.42,2,50.7,3.25,1.22,99.4
V018,Light Commercial,Hybrid,9,100,3500,True,R007,Central Hub,Industrial Park,288.4,1489.8,1.29,3,57.1,0.92,1.26,45.5
V014,Light Commercial,Diesel,4,100,3500,True,R018,Hub North,Port Terminal,154.5,2447.8,1.01,1,77.8,2.86,1.04,35.23
V040,Van,CNG,2,75,1500,True,R005,Hub North,Zone 3,172.8,616.6,1.76,1,39.1,-1.5,1.3,28.41
V049,Truck,Diesel,8,220,8000,True,R019,Depot B,Port Terminal,254.3,1465.0,1.39,2,51.2,-0.9,1.1,84.78
V018,Light Commercial,Hybrid,9,100,3500,True,R011,Central Hub,Port Terminal,311.1,1272.2,1.07,1,65.1,0.33,1.06,43.44
V052,Van,Petrol,2,75,1500,True,R021,Depot A,Metro Area,280.9,159.6,1.18,1,60.5,0.63,1.02,36.17
V035,Van,Petrol,9,75,1500,True,R016,Central Hub,Industrial Park,23.5,739.6,1.81,1,28.1,1.09,1.05,5.13
V011,Van,Diesel,6,75,1500,True,R028,Central Hub,Zone 4,28.1,1093.9,1.58,1,34.3,-0.52,1.01,4.27
V022,Truck,Diesel,10,220,8000,True,R014,Depot A,Metro Area,53.2,6136.3,1.74,2,25.5,-1.96,1.12,26.58
V001,Semi-Trailer,Diesel,6,450,26000,True,R009,Depot A,Industrial Park,87.5,7729.3,1.86,1,29.4,-2.4,1.06,50.7
V003,Bus,Hybrid,9,280,6000,True,R018,Hub North,Port Terminal,157.9,1138.8,1.0,1,75.4,2.74,1.15,51.08
V021,Van,Diesel,10,75,1500,True,R020,Central Hub,Port Terminal,195.9,386.4,1.56,2,42.7,0.35,1.01,27.47
V028,Van,Diesel,4,75,1500,True,R014,Depot A,Metro Area,55.0,1404.2,1.98,2,25.9,-2.01,1.17,10.66
V048,Light Commercial,Petrol,9,100,3500,True,R017,Hub North,Zone 2,143.3,1278.5,1.87,3,45.0,4.71,1.13,52.16
V009,Semi-Trailer,Diesel,1,450,26000,True,R015,Central Hub,Zone 3,163.6,12087.2,1.96,2,30.7,0.24,1.01,94.04
V051,Light Commercial,Diesel,8,100,3500,True,R010,Hub North,Zone 2,198.6,575.0,1.28,2,66.8,3.68,1.08,44.58
V015,Van,Diesel,9,75,1500,True,R010,Hub North,Zone 2,198.1,1156.4,1.4,2,51.0,3.58,1.35,38.53
V009,Semi-Trailer,Diesel,1,450,26000,True,R028,Central Hub,Zone 4,29.2,12511.6,1.38,1,29.7,-0.52,1.1,14.9
V042,Bus,Hybrid,4,280,6000,True,R021,Depot A,Metro Area,276.7,1045.7,1.19,1,63.5,0.37,1.02,70.39
V047,Semi-Trailer,Diesel,6,450,26000,True,R003,Depot B,Zone 1,294.6,13052.0,1.07,2,73.4,-1.56,1.13,125.88
V037,Van,Petrol,6,75,1500,True,R029,Depot A,Port Terminal,29.4,1059.4,1.34,3,36.3,4.17,1.06,6.55
V007,Van,Petrol,11,75,1500,True,R022,Central Hub,Metro Area,263.2,753.1,1.0,2,76.2,-2.77,1.03,33.39
V007,Van,Petrol,11,75,1500,True,R002,Hub North,Metro Area,101.5,1385.0,1.49,3,59.0,2.38,1.03,21.37
V024,Van,Diesel,7,75,1500,True,R022,Central Hub,Metro Area,266.2,1261.4,1.14,2,66.9,-2.35,1.23,33.5
V028,Van,Diesel,4,75,1500,True,R018,Hub North,Port Terminal,157.5,806.4,1.17,1,76.2,3.0,1.01,22.88
V060,Light Commercial,Diesel,7,100,3500,True,R028,Central Hub,Zone 4,30.8,3148.0,1.36,1,41.7,-0.31,1.0,6.63
V018,Light Commercial,Hybrid,9,100,3500,True,R015,Central Hub,Zone 3,161.8,2763.9,1.91,2,39.5,2.26,1.35,38.3
V012,Van,Petrol,1,75,1500,True,R016,Central Hub,Industrial Park,23.0,619.5,1.77,1,29.5,1.35,1.25,4.48
V057,Light Commercial,Diesel,6,100,3500,True,R010,Hub North,Zone 2,197.7,2644.9,1.39,2,52.7,3.45,1.08,50.29
V010,Semi-Trailer,Diesel,12,450,26000,True,R010,Hub North,Zone 2,199.6,13779.3,1.26,2,60.4,3.9,1.1,134.75
V002,Truck,Diesel,11,220,8000,True,R019,Depot B,Port Terminal,257.2,4466.0,1.46,2,53.7,-1.57,1.04,96.52
V026,Semi-Trailer,Diesel,7,450,26000,True,R025,Hub North,Zone 1,67.9,14105.7,1.78,2,26.5,-2.3,1.04,39.36
V025,Truck,Diesel,11,220,8000,True,R027,Depot C,Zone 1,72.0,6265.0,1.25,2,34.4,-1.17,1.33,30.5
V038,Light Commercial,Diesel,6,100,3500,True,R024,Depot C,Zone 2,101.7,3082.8,1.28,1,63.8,-2.52,1.09,18.86
V053,Van,CNG,12,75,1500,True,R019,Depot B,Port Terminal,256.3,557.4,1.76,2,46.4,-0.71,1.0,42.66
V056,Semi-Trailer,Diesel,6,450,26000,True,R016,Central Hub,Industrial Park,26.4,16786.5,1.69,1,24.0,0.1,1.02,17.68
V018,Light Commercial,Hybrid,9,100,3500,True,R011,Central Hub,Port Terminal,309.8,2219.5,1.02,1,74.2,0.76,1.18,46.47
V059,Light Commercial,Diesel,7,100,3500,True,R024,Depot C,Zone 2,101.7,2990.3,1.0,1,79.1,-2.55,1.0,18.06
V038,Light Commercial,Diesel,6,100,3500,True,R010,Hub North,Zone 2,198.3,1680.5,1.17,2,68.1,4.25,1.02,46.94
V005,Light Commercial,CNG,10,100,3500,True,R009,Depot A,Industrial Park,88.9,915.7,1.82,1,24.8,-2.42,1.0,21.97
V057,Light Commercial,Diesel,6,100,3500,True,R027,Depot C,Zone 1,70.1,954.2,1.32,2,41.9,-1.93,1.03,12.14
V009,Semi-Trailer,Diesel,1,450,26000,True,R018,Hub North,Port Terminal,157.3,3733.2,1.39,1,54.0,2.67,1.0,80.07
V036,Van,Diesel,6,75,1500,True,R011,Central Hub,Port Terminal,311.0,278.4,1.24,1,62.3,0.22,1.07,32.84
V048,Light Commercial,Petrol,9,100,3500,True,R026,Central Hub,Zone 4,110.3,1246.1,1.7,3,40.4,0.42,1.04,29.1
V015,Van,Diesel,9,75,1500,True,R029,Depot A,Port Terminal,34.0,280.8,1.0,3,33.0,3.77,1.14,5.27
V017,Light Commercial,Hybrid,8,100,3500,True,R010,Hub North,Zone 2,197.5,2941.5,1.39,2,51.0,3.2,1.08,41.8
V029,Van,Diesel,12,75,1500,True,R016,Central Hub,Industrial Park,23.5,611.6,1.56,1,34.2,1.05,1.11,4.1
V054,Light Commercial,Petrol,7,100,3500,True,R015,Central Hub,Zone 3,163.5,1446.2,1.58,2,46.5,1.96,1.09,45.74
V014,Light Commercial,Diesel,4,100,3500,True,R022,Central Hub,Metro Area,263.6,2603.6,1.1,2,70.6,-3.06,1.12,42.27
V040,Van,CNG,2,75,1500,True,R029,Depot A,Port Terminal,30.1,534.2,1.0,3,54.4,3.24,1.2,4.92
V028,Van,Diesel,4,75,1500,True,R017,Hub North,Zone 2,140.5,1061.9,1.47,3,49.8,4.35,1.22,26.78
V007,Van,Petrol,11,75,1500,True,R024,Depot C,Zone 2,101.6,1198.6,1.14,1,64.0,-2.06,1.09,13.87
V043,Truck,Diesel,9,220,8000,True,R018,Hub North,Port Terminal,157.0,3249.2,1.0,1,66.3,3.07,1.03,61.66
V050,Light Commercial,Diesel,2,100,3500,True,R027,Depot C,Zone 1,72.2,1771.5,1.18,2,36.3,-1.39,1.06,13.44
V035,Van,Petrol,9,75,1500,True,R013,Central Hub,Metro Area,190.4,560.8,1.58,2,42.2,-1.27,1.15,29.18
V011,Van,Diesel,6,75,1500,True,R012,Depot A,Zone 2,54.3,689.5,1.04,2,50.2,2.32,1.07,7.68
V010,Semi-Trailer,Diesel,12,450,26000,True,R013,Central Hub,Metro Area,190.9,15434.5,1.54,2,47.5,-0.83,1.01,104.82
V026,Semi-Trailer,Diesel,7,450,26000,True,R030,Central Hub,Industrial Park,316.0,10327.0,1.6,2,44.8,4.16,1.03,225.58
V031,Light Commercial,Diesel,6,100,3500,True,R019,Depot B,Port Terminal,256.7,1730.8,1.34,2,53.6,-2.34,1.04,43.77
V034,Van,Diesel,10,75,1500,True,R005,Hub North,Zone 3,172.9,782.7,1.89,1,36.6,-2.33,1.05,26.51
V015,Van,Diesel,9,75,1500,True,R002,Hub North,Metro Area,102.3,181.2,1.66,3,48.9,1.78,1.18,15.38
V031,Light Commercial,Diesel,6,100,3500,True,R016,Central Hub,Industrial Park,22.4,836.9,1.74,1,29.1,1.14,1.23,5.2
V018,Light Commercial,Hybrid,9,100,3500,True,R025,Hub North,Zone 1,66.2,1960.6,1.8,2,31.7,-3.1,1.03,10.92
V042,Bus,Hybrid,4,280,6000,True,R015,Central Hub,Zone 3,162.0,613.5,1.91,2,30.5,2.08,1.05,63.76
V048,Light Commercial,Petrol,9,100,3500,True,R017,Hub North,Zone 2,144.1,2445.0,1.6,3,49.1,4.12,1.03,45.62
V040,Van,CNG,2,75,1500,True,R024,Depot C,Zone 2,99.9,1304.5,1.25,1,38.0,-2.55,1.06,15.83
V001,Semi-Trailer,Diesel,6,450,26000,True,R016,Central Hub,Industrial Park,23.2,19276.0,1.63,1,29.5,0.72,1.08,15.91
V060,Light Commercial,Diesel,7,100,3500,True,R028,Central Hub,Zone 4,30.2,1284.6,1.48,1,39.3,-0.59,1.05,6.12
V002,Truck,Diesel,11,220,8000,True,R020,Central Hub,Port Terminal,199.5,3858.9,1.35,2,54.2,0.14,1.03,76.37
V060,Light Commercial,Diesel,7,100,3500,True,R022,Central Hub,Metro Area,264.8,2285.9,1.0,2,77.0,-2.85,1.01,42.61
V002,Truck,Diesel,11,220,8000,True,R024,Depot C,Zone 2,100.4,5427.0,1.27,1,55.2,-2.39,1.0,34.73
V031,Light Commercial,Diesel,6,100,3500,True,R019,Depot B,Port Terminal,256.5,3258.1,1.47,2,51.3,-1.41,1.06,55.87
V007,Van,Petrol,11,75,1500,True,R002,Hub North,Metro Area,101.9,778.6,1.85,3,34.2,1.7,1.01,22.86
V006,Semi-Trailer,Diesel,8,450,26000,True,R013,Central Hub,Metro Area,191.3,8114.7,1.83,2,40.8,-1.45,1.16,96.49
V042,Bus,Hybrid,4,280,6000,True,R005,Hub North,Zone 3,168.0,2447.2,1.71,1,45.5,-1.82,1.01,49.71
V044,Van,CNG,4,75,1500,True,R016,Central Hub,Industrial Park,23.6,1326.1,1.75,1,33.0,0.49,1.11,5.14
V008,Semi-Trailer,Diesel,1,450,26000,True,R005,Hub North,Zone 3,170.5,16582.9,1.42,1,49.7,-1.33,1.04,81.21
V059,Light Commercial,Diesel,7,100,3500,True,R016,Central Hub,Industrial Park,23.3,2921.1,1.85,1,24.9,1.1,1.23,7.5
V020,Truck,Diesel,4,220,8000,True,R011,Central Hub,Port Terminal,313.5,5723.8,1.0,1,72.4,0.16,1.15,104.01
V020,Truck,Diesel,4,220,8000,True,R001,Depot B,Port Terminal,288.3,7364.9,1.56,1,46.9,-1.84,1.27,113.44
V018,Light Commercial,Hybrid,9,100,3500,True,R004,Depot C,Zone 3,269.6,1841.2,1.36,3,51.1,3.74,1.08,54.22
V028,Van,Diesel,4,75,1500,True,R016,Central Hub,Industrial Park,22.8,1361.1,1.73,1,20.3,0.69,1.2,4.85
V011,Van,Diesel,6,75,1500,True,R003,Depot B,Zone 1,296.8,1279.5,1.03,2,68.6,-1.07,1.0,37.5
V026,Semi-Trailer,Diesel,7,450,26000,True,R026,Central Hub,Zone 4,110.4,21232.4,1.43,3,52.3,-0.41,1.02,61.95
V013,Truck,Hybrid,5,220,8000,True,R023,Depot B,Zone 2,266.5,7185.8,1.12,3,66.3,-0.59,1.08,72.28
V004,Van,Diesel,10,75,1500,True,R022,Central Hub,Metro Area,265.1,820.1,1.07,2,72.5,-3.0,1.09,28.47
V023,Semi-Trailer,Diesel,7,450,26000,True,R006,Depot C,Zone 1,147.4,19016.5,1.45,2,55.0,4.83,1.1,107.5
V041,Bus,Petrol,6,280,6000,True,R024,Depot C,Zone 2,103.5,3432.2,1.15,1,63.6,-2.65,1.0,41.04
V046,Truck,Diesel,4,220,8000,True,R020,Central Hub,Port Terminal,198.3,6078.6,1.19,2,56.8,-0.23,1.02,66.56
V022,Truck,Diesel,10,220,8000,True,R012,Depot A,Zone 2,58.3,5993.5,1.25,2,41.7,1.6,1.21,27.91
V020,Truck,Diesel,4,220,8000,True,R001,Depot B,Port Terminal,291.5,5957.1,1.45,1,51.6,-2.47,1.04,102.33
V048,Light Commercial,Petrol,9,100,3500,True,R016,Central Hub,Industrial Park,23.0,1624.6,1.85,1,25.9,1.67,1.17,7.8
V041,Bus,Petrol,6,280,6000,True,R024,Depot C,Zone 2,102.6,4661.1,1.1,1,73.0,-2.31,1.03,41.61
V050,Light Commercial,Diesel,2,100,3500,True,R002,Hub North,Metro Area,102.6,2957.6,1.69,3,46.1,2.62,1.07,28.34
V055,Van,CNG,6,75,1500,True,R002,Hub North,Metro Area,99.0,961.2,1.6,3,31.8,1.63,1.07,22.99
V050,Light Commercial,Diesel,2,100,3500,True,R012,Depot A,Zone 2,53.2,1702.6,1.0,2,50.7,2.52,1.1,10.62
V057,Light Commercial,Diesel,6,100,3500,True,R016,Central Hub,Industrial Park,24.5,2888.4,1.53,1,36.1,0.29,1.35,6.41
V025,Truck,Diesel,11,220,8000,True,R015,Central Hub,Zone 3,164.4,6093.5,1.92,2,36.2,1.69,1.01,92.29
V024,Van,Diesel,7,75,1500,True,R013,Central Hub,Metro Area,191.9,748.7,1.78,2,38.6,-2.11,1.02,27.38
V020,Truck,Diesel,4,220,8000,True,R008,Depot B,Metro Area,129.0,4743.1,1.61,2,45.8,-2.12,1.13,46.15
V015,Van,Diesel,9,75,1500,True,R002,Hub North,Metro Area,97.2,1024.4,1.41,3,30.7,1.85,1.03,17.88
V045,Light Commercial,Diesel,9,100,3500,True,R001,Depot B,Port Terminal,288.0,2397.8,1.59,1,47.1,-3.22,1.0,61.01
V043,Truck,Diesel,9,220,8000,True,R003,Depot B,Zone 1,293.3,2915.1,1.14,2,66.0,-2.18,1.11,88.72
V049,Truck,Diesel,8,220,8000,True,R021,Depot A,Metro Area,281.0,2790.3,1.38,1,54.2,-0.28,1.14,93.51
V011,Van,Diesel,6,75,1500,True,R024,Depot C,Zone 2,103.3,1281.4,1.1,1,66.8,-1.9,1.01,12.55
V030,Van,Diesel,11,75,1500,True,R014,Depot A,Metro Area,55.9,1344.7,1.54,2,39.1,-2.19,1.19,9.19
V014,Light Commercial,Diesel,4,100,3500,True,R003,Depot B,Zone 1,295.0,1546.1,1.16,2,68.4,-1.78,1.02,47.94
V054,Light Commercial,Petrol,7,100,3500,True,R013,Central Hub,Metro Area,190.0,3067.3,1.69,2,44.0,-2.12,1.01,48.36
V017,Light Commercial,Hybrid,8,100,3500,True,R030,Central Hub,Industrial Park,314.7,1750.3,1.88,2,40.3,3.21,1.04,66.92
V009,Semi-Trailer,Diesel,1,450,26000,True,R008,Depot B,Metro Area,129.9,6295.2,1.65,2,50.8,-3.19,1.08,50.78
V035,Van,Petrol,9,75,1500,True,R015,Central Hub,Zone 3,165.9,1084.4,1.8,2,39.3,1.98,1.2,38.3
V053,Van,CNG,12,75,1500,True,R017,Hub North,Zone 2,146.0,208.5,1.59,3,43.2,4.38,1.07,31.35
V055,Van,CNG,6,75,1500,True,R010,Hub North,Zone 2,195.3,295.2,1.12,2,67.8,3.39,1.13,31.46
V006,Semi-Trailer,Diesel,8,450,26000,True,R014,Depot A,Metro Area,54.4,23396.2,1.69,2,31.2,-2.35,1.03,35.2
V020,Truck,Diesel,4,220,8000,True,R015,Central Hub,Zone 3,162.9,4319.8,1.8,2,43.7,1.84,1.06,78.19
V010,Semi-Trailer,Diesel,12,450,26000,True,R015,Central Hub,Zone 3,164.3,8486.9,1.67,2,48.2,2.0,1.09,106.64
V019,Semi-Trailer,Diesel,11,450,26000,True,R022,Central Hub,Metro Area,264.1,13217.0,1.07,2,67.5,-3.19,1.13,105.95
V033,Truck,Diesel,6,220,8000,True,R018,Hub North,Port Terminal,157.2,4731.6,1.35,1,49.9,3.03,1.15,70.5
V017,Light Commercial,Hybrid,8,100,3500,True,R002,Hub North,Metro Area,102.3,2250.8,1.79,3,39.6,2.19,1.03,21.53
V005,Light Commercial,CNG,10,100,3500,True,R001,Depot B,Port Terminal,286.6,1386.0,1.54,1,51.1,-2.25,1.03,60.0
V031,Light Commercial,Diesel,6,100,3500,True,R013,Central Hub,Metro Area,190.6,1502.5,1.92,2,35.3,-1.66,1.35,44.52
V004,Van,Diesel,10,75,1500,True,R028,Central Hub,Zone 4,28.5,850.9,1.35,1,29.4,-0.55,1.18,4.55
V014,Light Commercial,Diesel,4,100,3500,True,R002,Hub North,Metro Area,100.3,2214.3,2.0,3,38.0,2.14,1.14,30.57
V001,Semi-Trailer,Diesel,6,450,26000,True,R003,Depot B,Zone 1,292.6,22962.0,1.01,2,71.9,-1.63,1.03,131.57
V006,Semi-Trailer,Diesel,8,450,26000,True,R021,Depot A,Metro Area,279.5,11269.3,1.55,1,41.5,-0.33,1.0,151.59
V027,Truck,Diesel,10,220,8000,True,R014,Depot A,Metro Area,54.8,6747.9,2.09,2,24.2,-2.18,1.04,30.19
V052,Van,Petrol,2,75,1500,True,R007,Central Hub,Industrial Park,286.3,1416.4,1.04,3,70.8,-0.0,1.05,42.0
V047,Semi-Trailer,Diesel,6,450,26000,True,R007,Central Hub,Industrial Park,288.8,10092.0,1.52,3,56.0,0.76,1.05,151.01
V006,Semi-Trailer,Diesel,8,450,26000,True,R020,Central Hub,Port Terminal,198.8,3203.0,1.31,2,57.7,-0.35,1.0,81.5
V003,Bus,Hybrid,9,280,6000,True,R016,Central Hub,Industrial Park,24.2,3682.3,1.47,1,36.2,0.76,1.06,9.01
V021,Van,Diesel,10,75,1500,True,R020,Central Hub,Port Terminal,198.6,1302.2,1.43,2,52.4,-0.13,1.08,30.53
V040,Van,CNG,2,75,1500,True,R009,Depot A,Industrial Park,88.5,218.1,1.56,1,29.7,-2.8,1.04,11.99
V045,Light Commercial,Diesel,9,100,3500,True,R016,Central Hub,Industrial Park,21.8,936.5,1.64,1,28.6,1.14,1.04,5.57
V050,Light Commercial,Diesel,2,100,3500,True,R026,Central Hub,Zone 4,112.0,2361.5,1.61,3,50.9,0.56,1.28,24.18
V021,Van,Diesel,10,75,1500,True,R010,Hub North,Zone 2,198.9,1182.3,1.24,2,63.6,3.25,1.05,35.73
V011,Van,Diesel,6,75,1500,True,R012,Depot A,Zone 2,54.6,260.5,1.35,2,31.1,2.46,1.06,8.5
V002,Truck,Diesel,11,220,8000,True,R005,Hub North,Zone 3,172.9,3273.4,1.86,1,35.4,-1.37,1.0,77.45
V009,Semi-Trailer,Diesel,1,450,26000,True,R020,Central Hub,Port Terminal,197.7,7876.1,1.3,2,53.1,0.05,1.05,83.67
V004,Van,Diesel,10,75,1500,True,R001,Depot B,Port Terminal,289.4,1380.2,1.57,1,52.0,-1.81,1.05,42.54
V052,Van,Petrol,2,75,1500,True,R008,Depot B,Metro Area,128.1,1020.1,1.44,2,45.2,-2.18,1.0,19.0
V017,Light Commercial,Hybrid,8,100,3500,True,R022,Central Hub,Metro Area,265.4,1765.0,1.0,2,78.1,-2.43,1.22,33.03
V050,Light Commercial,Diesel,2,100,3500,True,R001,Depot B,Port Terminal,288.4,2915.5,1.43,1,54.2,-2.5,1.05,53.02
V034,Van,Diesel,10,75,1500,True,R030,Central Hub,Industrial Park,316.1,835.5,1.79,2,42.5,2.35,1.03,58.35
V033,Truck,Diesel,6,220,8000,True,R013,Central Hub,Metro Area,190.5,6997.1,1.75,2,40.9,-1.82,1.15,82.2
V028,Van,Diesel,4,75,1500,True,R012,Depot A,Zone 2,53.0,454.5,1.23,2,45.4,2.36,1.11,7.97
V050,Light Commercial,Diesel,2,100,3500,True,R017,Hub North,Zone 2,141.9,431.3,1.53,3,49.6,4.37,1.0,30.67
V003,Bus,Hybrid,9,280,6000,True,R020,Central Hub,Port Terminal,196.8,2786.6,1.23,2,55.1,-1.58,1.21,53.6
V006,Semi-Trailer,Diesel,8,450,26000,True,R014,Depot A,Metro Area,52.9,7114.5,2.01,2,20.0,-2.16,1.02,34.31
V026,Semi-Trailer,Diesel,7,450,26000,True,R027,Depot C,Zone 1,71.3,21069.7,1.15,2,37.1,-1.24,1.03,38.68
V024,Van,Diesel,7,75,1500,True,R029,Depot A,Port Terminal,30.8,829.5,1.19,3,46.7,3.78,1.25,5.14
V033,Truck,Diesel,6,220,8000,True,R007,Central Hub,Industrial Park,286.8,2762.9,1.28,3,64.1,1.05,1.01,95.11
V045,Light Commercial,Diesel,9,100,3500,True,R022,Central Hub,Metro Area,263.5,2651.4,1.18,2,67.7,-2.41,1.03,49.5
V036,Van,Diesel,6,75,1500,True,R010,Hub North,Zone 2,196.9,821.8,1.12,2,66.4,3.23,1.1,28.59
V016,Van,Petrol,6,75,1500,True,R030,Central Hub,Industrial Park,316.3,791.1,1.83,2,35.3,3.43,1.01,72.96
V020,Truck,Diesel,4,220,8000,True,R008,Depot B,Metro Area,127.9,2029.4,1.86,2,36.2,-3.25,1.02,44.53
V046,Truck,Diesel,4,220,8000,True,R009,Depot A,Industrial Park,86.5,7567.5,1.86,1,22.9,-2.54,1.04,41.41
V013,Truck,Hybrid,5,220,8000,True,R022,Central Hub,Metro Area,265.3,5281.3,1.12,2,66.6,-2.72,1.03,64.25
V031,Light Commercial,Diesel,6,100,3500,True,R024,Depot C,Zone 2,101.5,2893.1,1.07,1,75.3,-2.6,1.08,17.82
V033,Truck,Diesel,6,220,8000,True,R004,Depot C,Zone 3,271.2,5966.2,1.72,3,49.1,3.09,1.02,137.63
