vehicle_id,vehicle_type,fuel_type,vehicle_age,fuel_capacity_l,max_payload_kg,available,route_id,origin,destination,distance_km,required_payload_kg,traffic_factor,priority,average_speed_kmph,road_grade,weather_factor,fuel_consumed_l,payload_capacity_ratio,speed_efficiency_deviation,traffic_speed_ratio,grade_distance_work,payload_tonnage,weather_stress_index
V001,Semi-Trailer,Diesel,6,450,26000,True,R024,Depot C,Zone 2,101.5,13131.9,1.28,1,53.4,-2.5,1.08,43.01,0.5050730769230769,134.56000000000003,0.023529411764705882,98.96249999999999,13.1319,8.120000000000008
V017,Light Commercial,Hybrid,8,100,3500,True,R011,Central Hub,Port Terminal,312.0,2430.7,1.06,1,73.2,0.49,1.03,47.4,0.6944857142857143,67.24000000000005,0.014285714285714285,313.5288,2.4307,9.360000000000008
V052,Van,Petrol,2,75,1500,True,R015,Central Hub,Zone 3,165.9,1055.2,2.13,2,38.8,1.87,1.21,39.27,0.7034666666666667,686.4400000000002,0.05351758793969849,169.00233,1.0552000000000001,34.839
V032,Truck,Diesel,8,220,8000,True,R015,Central Hub,Zone 3,162.0,6543.1,2.11,2,29.0,0.95,1.02,97.43,0.8178875000000001,1296.0,0.07033333333333333,163.53900000000002,6.543100000000001,3.240000000000003
V038,Light Commercial,Diesel,6,100,3500,True,R022,Central Hub,Metro Area,265.0,1891.4,1.02,2,75.9,-2.75,1.03,40.51,0.5404,118.81000000000013,0.013263979193758126,257.71250000000003,1.8914000000000002,7.950000000000007
V028,Van,Diesel,4,75,1500,True,R019,Depot B,Port Terminal,259.5,287.3,1.82,2,43.7,-1.63,1.18,33.72,0.19153333333333333,453.6899999999999,0.0407158836689038,255.27015,0.2873,46.70999999999999
V010,Semi-Trailer,Diesel,12,450,26000,True,R003,Depot B,Zone 1,294.1,24243.9,1.22,2,67.0,-1.44,1.05,153.27,0.9324576923076924,4.0,0.017941176470588235,289.86496000000005,24.2439,14.705000000000014
V054,Light Commercial,Petrol,7,100,3500,True,R025,Hub North,Zone 1,68.1,519.1,1.42,2,38.9,-2.42,1.0,13.42,0.14831428571428573,681.21,0.03558897243107769,66.45197999999999,0.5191,0.0
V047,Semi-Trailer,Diesel,6,450,26000,True,R023,Depot B,Zone 2,267.1,23868.5,1.0,3,80.4,-0.95,1.0,128.55,0.9180192307692308,237.16000000000017,0.012285012285012284,264.56255000000004,23.8685,0.0
V060,Light Commercial,Diesel,7,100,3500,True,R004,Depot C,Zone 3,268.6,1109.7,1.4,3,55.4,2.61,1.04,59.23,0.31705714285714287,92.16000000000003,0.02482269503546099,275.61046000000005,1.1097000000000001,10.74400000000001
V052,Van,Petrol,2,75,1500,True,R029,Depot A,Port Terminal,31.7,777.9,1.13,3,45.9,3.17,1.03,5.33,0.5186,364.81000000000006,0.024093816631130062,32.70489,0.7778999999999999,0.9510000000000008
V018,Light Commercial,Hybrid,9,100,3500,True,R020,Central Hub,Port Terminal,199.7,3178.2,1.41,2,51.7,0.07,1.07,32.42,0.9080571428571428,176.88999999999993,0.026755218216318783,199.83978999999997,3.1782,13.979000000000012
V016,Van,Petrol,6,75,1500,True,R003,Depot B,Zone 1,292.9,1012.7,1.05,2,75.0,-2.01,1.19,37.61,0.6751333333333334,100.0,0.013815789473684212,287.01270999999997,1.0127000000000002,55.65099999999998
V015,Van,Diesel,9,75,1500,True,R015,Central Hub,Zone 3,165.5,896.6,1.64,2,40.4,2.15,1.08,30.42,0.5977333333333333,605.1600000000001,0.03961352657004831,169.05825000000002,0.8966000000000001,13.240000000000013
V056,Semi-Trailer,Diesel,6,450,26000,True,R026,Central Hub,Zone 4,113.8,9802.2,1.69,3,43.9,1.1,1.04,60.26,0.3770076923076923,445.21000000000004,0.03763919821826281,115.05179999999999,9.802200000000001,4.552000000000004
V034,Van,Diesel,10,75,1500,True,R009,Depot A,Industrial Park,88.8,522.8,1.82,1,29.7,-3.14,1.01,13.1,0.3485333333333333,1246.0899999999997,0.05928338762214984,86.01168,0.5227999999999999,0.8880000000000008
V028,Van,Diesel,4,75,1500,True,R028,Central Hub,Zone 4,27.8,191.8,1.42,1,40.9,-0.29,1.12,3.39,0.12786666666666668,580.8100000000001,0.03389021479713604,27.71938,0.1918,3.336000000000003
V059,Light Commercial,Diesel,7,100,3500,True,R013,Central Hub,Metro Area,192.0,2094.3,1.64,2,43.9,-1.38,1.01,40.04,0.5983714285714287,445.21000000000004,0.03652561247216036,189.35039999999998,2.0943,1.9200000000000017
V037,Van,Petrol,6,75,1500,True,R007,Central Hub,Industrial Park,287.8,698.4,1.07,3,73.8,1.06,1.01,43.35,0.46559999999999996,77.43999999999996,0.014304812834224601,290.85068,0.6984,2.878000000000003
V055,Van,CNG,6,75,1500,True,R011,Central Hub,Port Terminal,309.7,436.0,1.18,1,62.6,-0.33,1.03,40.9,0.2906666666666667,5.759999999999994,0.018553459119496855,308.67799,0.436,9.291000000000007
V060,Light Commercial,Diesel,7,100,3500,True,R016,Central Hub,Industrial Park,22.1,1493.0,1.39,1,39.8,0.6,1.26,4.96,0.42657142857142855,635.0400000000002,0.03406862745098039,22.2326,1.493,5.746
V005,Light Commercial,CNG,10,100,3500,True,R021,Depot A,Metro Area,277.5,3149.3,1.39,1,50.8,-0.38,1.04,65.23,0.8998,201.64000000000007,0.026833976833976834,276.4455,3.1493,11.10000000000001
V022,Truck,Diesel,10,220,8000,True,R028,Central Hub,Zone 4,30.9,6569.1,1.36,1,39.7,-0.3,1.07,12.52,0.8211375000000001,640.0899999999998,0.03341523341523341,30.807299999999998,6.569100000000001,2.163000000000002
V045,Light Commercial,Diesel,9,100,3500,True,R006,Depot C,Zone 1,147.9,1630.5,1.72,2,43.3,4.61,1.02,44.29,0.46585714285714286,470.8900000000001,0.03882618510158014,154.71819000000002,1.6305,2.958000000000003
V049,Truck,Diesel,8,220,8000,True,R029,Depot A,Port Terminal,28.3,7463.7,1.45,3,29.6,2.82,1.06,17.07,0.9329625,1253.1599999999999,0.04738562091503268,29.09806,7.4637,1.6980000000000015
V009,Semi-Trailer,Diesel,1,450,26000,True,R016,Central Hub,Industrial Park,23.1,12812.8,1.51,1,32.4,0.82,1.08,13.66,0.49279999999999996,1062.76,0.045209580838323354,23.28942,12.8128,1.8480000000000019
V020,Truck,Diesel,4,220,8000,True,R004,Depot C,Zone 3,268.0,3174.2,1.23,3,66.1,3.29,1.07,106.8,0.396775,1.2099999999999875,0.018330849478390462,276.81719999999996,3.1742,18.760000000000016
V033,Truck,Diesel,6,220,8000,True,R028,Central Hub,Zone 4,30.8,3437.9,1.56,1,28.0,-0.45,1.22,13.51,0.4297375,1369.0,0.05379310344827586,30.661400000000004,3.4379,6.775999999999999
V048,Light Commercial,Petrol,9,100,3500,True,R011,Central Hub,Port Terminal,310.8,2952.0,1.0,1,69.1,0.57,1.05,74.51,0.8434285714285714,16.809999999999953,0.014265335235378032,312.57156000000003,2.952,15.540000000000015
V007,Van,Petrol,11,75,1500,True,R019,Depot B,Port Terminal,256.8,491.4,1.66,2,46.8,-1.79,1.04,39.32,0.3276,331.2400000000001,0.03472803347280335,252.20328,0.4914,10.27200000000001
V037,Van,Petrol,6,75,1500,True,R021,Depot A,Metro Area,278.4,433.2,1.4,1,46.9,-0.29,1.15,41.4,0.2888,327.61000000000007,0.029227557411273485,277.59263999999996,0.4332,41.75999999999997
V018,Light Commercial,Hybrid,9,100,3500,True,R001,Depot B,Port Terminal,287.5,3207.6,1.57,1,54.1,-2.39,1.02,43.49,0.9164571428571429,118.80999999999997,0.028493647912885663,280.62874999999997,3.2076,5.750000000000005
V013,Truck,Hybrid,5,220,8000,True,R007,Central Hub,Industrial Park,287.5,5793.0,1.0,3,81.2,0.67,1.2,79.61,0.724125,262.4400000000001,0.0121654501216545,289.42625,5.793,57.499999999999986
V031,Light Commercial,Diesel,6,100,3500,True,R021,Depot A,Metro Area,279.8,2622.2,1.21,1,66.1,0.38,1.04,55.11,0.7492,1.2099999999999875,0.018032786885245903,280.86324,2.6222,11.19200000000001
V025,Truck,Diesel,11,220,8000,True,R010,Hub North,Zone 2,197.5,5834.0,1.02,2,73.6,3.78,1.03,94.11,0.72925,73.95999999999991,0.013672922252010725,204.96550000000002,5.834,5.925000000000005
V039,Truck,Diesel,12,220,8000,True,R001,Depot B,Port Terminal,287.7,5443.8,1.66,1,51.9,-2.35,1.1,111.44,0.680475,171.61000000000004,0.031379962192816635,280.93905,5.4438,28.770000000000024
V020,Truck,Diesel,4,220,8000,True,R001,Depot B,Port Terminal,287.8,1420.5,1.65,1,50.9,-1.94,1.05,92.26,0.1775625,198.81000000000003,0.031791907514450865,282.21668,1.4205,14.390000000000013
V050,Light Commercial,Diesel,2,100,3500,True,R025,Hub North,Zone 1,72.1,2592.2,1.58,2,29.6,-3.22,1.0,14.63,0.7406285714285714,1253.1599999999999,0.05163398692810457,69.77838,2.5921999999999996,0.0
V005,Light Commercial,CNG,10,100,3500,True,R005,Hub North,Zone 3,170.9,1090.5,1.62,1,52.1,-2.03,1.12,35.23,0.31157142857142855,166.40999999999997,0.030508474576271188,167.43073,1.0905,20.50800000000002
V052,Van,Petrol,2,75,1500,True,R004,Depot C,Zone 3,267.3,318.8,1.52,3,45.6,3.16,1.04,46.86,0.21253333333333335,376.35999999999996,0.03261802575107296,275.74668,0.31880000000000003,10.69200000000001
V002,Truck,Diesel,11,220,8000,True,R017,Hub North,Zone 2,147.7,7484.4,1.49,3,49.5,4.28,1.05,85.33,0.93555,240.25,0.029504950495049503,154.02156,7.4844,7.385000000000006
V045,Light Commercial,Diesel,9,100,3500,True,R004,Depot C,Zone 3,268.7,432.9,1.57,3,40.6,3.17,1.06,65.21,0.12368571428571427,595.3599999999999,0.03774038461538461,277.21779,0.43289999999999995,16.122000000000014
V021,Van,Diesel,10,75,1500,True,R020,Central Hub,Port Terminal,196.8,190.3,1.39,2,54.5,-0.71,1.01,20.96,0.12686666666666668,110.25,0.025045045045045043,195.40272000000002,0.19030000000000002,1.968000000000002
V024,Van,Diesel,7,75,1500,True,R017,Hub North,Zone 2,144.1,545.1,1.61,3,45.5,4.95,1.02,27.63,0.3634,380.25,0.03462365591397849,151.23295000000002,0.5451,2.8820000000000023
V002,Truck,Diesel,11,220,8000,True,R020,Central Hub,Port Terminal,197.5,6540.6,1.28,2,56.7,0.08,1.23,81.22,0.817575,68.88999999999996,0.02218370883882149,197.658,6.5406,45.425
V043,Truck,Diesel,9,220,8000,True,R015,Central Hub,Zone 3,165.4,7450.0,2.02,2,36.4,1.68,1.08,97.06,0.93125,817.96,0.05401069518716578,168.17872,7.45,13.232000000000012
V010,Semi-Trailer,Diesel,12,450,26000,True,R024,Depot C,Zone 2,101.5,5219.5,1.23,1,58.6,-2.64,1.06,43.11,0.20075,40.95999999999998,0.02063758389261745,98.8204,5.2195,6.090000000000005
V040,Van,CNG,2,75,1500,True,R020,Central Hub,Port Terminal,198.2,654.2,1.57,2,48.0,0.23,1.04,30.5,0.4361333333333334,289.0,0.032040816326530615,198.65586,0.6542,7.928000000000006
V044,Van,CNG,4,75,1500,True,R013,Central Hub,Metro Area,194.6,1086.2,1.72,2,48.8,-2.34,1.07,31.08,0.7241333333333334,262.4400000000001,0.03453815261044177,190.04636,1.0862,13.622000000000012
V051,Light Commercial,Diesel,8,100,3500,True,R001,Depot B,Port Terminal,289.1,2270.4,1.48,1,46.3,-1.48,1.02,57.47,0.6486857142857143,349.6900000000001,0.03128964059196618,284.82132,2.2704,5.782000000000005
V043,Truck,Diesel,9,220,8000,True,R009,Depot A,Industrial Park,90.0,2387.0,1.8,1,31.2,-2.77,1.03,36.4,0.298375,1142.4399999999998,0.05590062111801242,87.507,2.387,2.7000000000000024
V019,Semi-Trailer,Diesel,11,450,26000,True,R004,Depot C,Zone 3,268.8,9875.5,1.52,3,50.3,3.66,1.22,190.07,0.37982692307692306,216.0900000000001,0.02962962962962963,278.63808,9.8755,59.135999999999996
V045,Light Commercial,Diesel,9,100,3500,True,R001,Depot B,Port Terminal,287.6,2118.3,1.64,1,47.2,-2.45,1.01,60.57,0.6052285714285714,316.8399999999999,0.03402489626556016,280.5538,2.1183,2.876000000000003
V050,Light Commercial,Diesel,2,100,3500,True,R009,Depot A,Industrial Park,89.4,455.3,1.73,1,28.8,-1.89,1.02,17.96,0.13008571428571428,1310.4400000000003,0.05805369127516778,87.71034,0.45530000000000004,1.7880000000000018
V020,Truck,Diesel,4,220,8000,True,R007,Central Hub,Industrial Park,289.3,5956.0,1.02,3,70.6,0.36,1.01,97.52,0.7445,31.359999999999935,0.014245810055865922,290.34148000000005,5.956,2.893000000000003
V008,Semi-Trailer,Diesel,1,450,26000,True,R003,Depot B,Zone 1,294.6,8686.4,1.2,2,64.2,-1.65,1.01,117.47,0.3340923076923077,0.6399999999999955,0.01840490797546012,289.7391,8.686399999999999,2.946000000000003
V054,Light Commercial,Petrol,7,100,3500,True,R010,Hub North,Zone 2,200.5,2814.3,1.0,2,77.1,3.82,1.01,56.48,0.8040857142857143,146.40999999999985,0.012804097311139566,208.1591,2.8143000000000002,2.0050000000000017
V009,Semi-Trailer,Diesel,1,450,26000,True,R016,Central Hub,Industrial Park,23.9,17709.1,1.57,1,28.7,1.2,1.05,14.77,0.6811192307692308,1317.6899999999998,0.05286195286195287,24.186799999999998,17.7091,1.195000000000001
V036,Van,Diesel,6,75,1500,True,R006,Depot C,Zone 1,148.0,972.9,1.74,2,37.7,4.88,1.03,31.88,0.6486,745.2899999999998,0.04496124031007752,155.2224,0.9729,4.440000000000004
V015,Van,Diesel,9,75,1500,True,R009,Depot A,Industrial Park,88.9,1128.4,1.5,1,33.7,-2.71,1.04,13.24,0.7522666666666668,979.6899999999998,0.04322766570605187,86.49081000000001,1.1284,3.5560000000000036
V008,Semi-Trailer,Diesel,1,450,26000,True,R001,Depot B,Port Terminal,288.5,4260.5,1.55,1,51.5,-2.35,1.01,110.67,0.1638653846153846,182.25,0.029523809523809525,281.72025,4.2605,2.8850000000000025
V047,Semi-Trailer,Diesel,6,450,26000,True,R002,Hub North,Metro Area,98.9,8345.4,1.95,3,29.6,2.28,1.35,74.7,0.32097692307692305,1253.1599999999999,0.06372549019607843,101.15492,8.3454,34.61500000000001
V009,Semi-Trailer,Diesel,1,450,26000,True,R005,Hub North,Zone 3,172.0,14130.4,1.75,1,47.6,-1.73,1.04,84.85,0.5434769230769231,302.75999999999993,0.03600823045267489,169.0244,14.1304,6.880000000000006
V041,Bus,Petrol,6,280,6000,True,R014,Depot A,Metro Area,55.3,4563.5,1.9,2,27.7,-2.28,1.0,34.03,0.7605833333333333,1391.2899999999997,0.06620209059233449,54.039159999999995,4.5635,0.0
V042,Bus,Hybrid,4,280,6000,True,R020,Central Hub,Port Terminal,198.3,4930.2,1.7,2,43.0,-0.29,1.06,73.38,0.8217,484.0,0.038636363636363635,197.72493,4.9302,11.898000000000012
V004,Van,Diesel,10,75,1500,True,R024,Depot C,Zone 2,102.3,637.2,1.27,1,59.1,-2.19,1.0,11.63,0.4248,34.80999999999998,0.02113144758735441,100.05963,0.6372000000000001,0.0
V011,Van,Diesel,6,75,1500,True,R019,Depot B,Port Terminal,258.0,1161.9,1.37,2,49.6,-1.61,1.28,34.52,0.7746000000000001,237.15999999999997,0.02707509881422925,253.8462,1.1619000000000002,72.24000000000001
V048,Light Commercial,Petrol,9,100,3500,True,R019,Depot B,Port Terminal,259.2,1005.3,1.51,2,47.1,-1.96,1.1,52.43,0.2872285714285714,320.40999999999997,0.031392931392931395,254.11968,1.0052999999999999,25.920000000000023
V031,Light Commercial,Diesel,6,100,3500,True,R029,Depot A,Port Terminal,31.8,595.2,1.2,3,41.4,3.8,1.01,7.16,0.17005714285714288,556.96,0.02830188679245283,33.0084,0.5952000000000001,0.3180000000000003
V008,Semi-Trailer,Diesel,1,450,26000,True,R008,Depot B,Metro Area,129.3,8049.5,1.87,2,39.1,-2.68,1.03,59.44,0.30959615384615385,670.81,0.04663341645885287,125.83476,8.0495,3.879000000000004
V060,Light Commercial,Diesel,7,100,3500,True,R024,Depot C,Zone 2,99.7,3036.9,1.32,1,38.2,-2.31,1.01,20.82,0.8676857142857143,718.2399999999999,0.0336734693877551,97.39693,3.0369,0.9970000000000009
V016,Van,Petrol,6,75,1500,True,R029,Depot A,Port Terminal,33.5,843.6,1.0,3,44.5,4.53,1.02,6.04,0.5624,420.25,0.02197802197802198,35.01755,0.8436,0.6700000000000006
V001,Semi-Trailer,Diesel,6,450,26000,True,R018,Hub North,Port Terminal,157.4,13237.8,1.0,1,70.4,3.18,1.11,81.53,0.5091461538461538,29.16000000000006,0.014005602240896357,162.40532000000002,13.2378,17.314000000000014
V056,Semi-Trailer,Diesel,6,450,26000,True,R026,Central Hub,Zone 4,111.9,19027.7,1.74,3,46.2,0.66,1.04,69.81,0.7318346153846154,353.4399999999999,0.03686440677966101,112.63853999999999,19.0277,4.476000000000004
V001,Semi-Trailer,Diesel,6,450,26000,True,R005,Hub North,Zone 3,171.6,2823.1,1.65,1,42.2,-1.76,1.14,74.68,0.10858076923076923,519.8399999999999,0.03819444444444444,168.57984,2.8230999999999997,24.023999999999983
V034,Van,Diesel,10,75,1500,True,R027,Depot C,Zone 1,69.7,300.8,1.0,2,47.3,-1.94,1.03,7.25,0.20053333333333334,313.2900000000001,0.020703933747412008,68.34782,0.3008,2.091000000000002
V060,Light Commercial,Diesel,7,100,3500,True,R017,Hub North,Zone 2,145.1,646.3,1.42,3,53.2,5.02,1.1,35.14,0.18465714285714285,139.23999999999992,0.026199261992619925,152.38402,0.6463,14.510000000000012
V035,Van,Petrol,9,75,1500,True,R007,Central Hub,Industrial Park,289.6,305.1,1.3,3,54.0,0.25,1.03,39.62,0.20340000000000003,121.0,0.023636363636363636,290.324,0.30510000000000004,8.688000000000008
V036,Van,Diesel,6,75,1500,True,R002,Hub North,Metro Area,101.5,728.1,1.55,3,52.8,1.83,1.05,15.52,0.4854,148.84000000000006,0.028810408921933088,103.35745,0.7281,5.075000000000005
V024,Van,Diesel,7,75,1500,True,R022,Central Hub,Metro Area,263.9,507.9,1.0,2,70.0,-2.52,1.01,26.05,0.3386,25.0,0.014084507042253521,257.24971999999997,0.5079,2.639000000000002
V008,Semi-Trailer,Diesel,1,450,26000,True,R013,Central Hub,Metro Area,193.1,19964.5,1.7,2,44.2,-2.02,1.0,100.27,0.7678653846153846,432.6399999999999,0.037610619469026545,189.19938,19.9645,0.0
V035,Van,Petrol,9,75,1500,True,R010,Hub North,Zone 2,197.9,1219.8,1.26,2,56.5,3.1,1.02,38.34,0.8131999999999999,72.25,0.02191304347826087,204.0349,1.2198,3.9580000000000037
V054,Light Commercial,Petrol,7,100,3500,True,R012,Depot A,Zone 2,54.9,3101.7,1.08,2,46.9,1.61,1.14,14.43,0.8862,327.61000000000007,0.022546972860125265,55.78389,3.1016999999999997,7.685999999999995
V006,Semi-Trailer,Diesel,8,450,26000,True,R030,Central Hub,Industrial Park,314.3,6933.0,1.88,2,38.0,2.7,1.09,223.01,0.26665384615384613,729.0,0.0482051282051282,322.7861,6.933,28.287000000000027
V053,Van,CNG,12,75,1500,True,R013,Central Hub,Metro Area,191.5,791.1,1.7,2,44.1,-2.18,1.35,34.08,0.5274,436.80999999999995,0.0376940133037694,187.3253,0.7911,67.02500000000002
V025,Truck,Diesel,11,220,8000,True,R003,Depot B,Zone 1,294.8,1131.1,1.0,2,79.9,-1.13,1.27,90.8,0.1413875,222.01000000000016,0.012360939431396786,291.46876000000003,1.1311,79.596
V033,Truck,Diesel,6,220,8000,True,R009,Depot A,Industrial Park,88.8,2431.4,1.54,1,29.7,-2.52,1.0,31.89,0.303925,1246.0899999999997,0.0501628664495114,86.56224,2.4314,0.0
V010,Semi-Trailer,Diesel,12,450,26000,True,R005,Hub North,Zone 3,173.0,16193.2,1.77,1,39.6,-1.66,1.26,107.39,0.6228153846153847,645.16,0.043596059113300493,170.12820000000002,16.1932,44.980000000000004
V038,Light Commercial,Diesel,6,100,3500,True,R021,Depot A,Metro Area,278.7,1606.6,1.42,1,51.7,0.17,1.02,50.44,0.4590285714285714,176.88999999999993,0.026944971537001896,279.17379,1.6065999999999998,5.574000000000004
V011,Van,Diesel,6,75,1500,True,R025,Hub North,Zone 1,69.4,1030.6,1.4,2,41.7,-2.8,1.02,9.18,0.6870666666666666,542.8899999999999,0.032786885245901634,67.4568,1.0306,1.3880000000000015
V017,Light Commercial,Hybrid,8,100,3500,True,R026,Central Hub,Zone 4,110.6,2846.7,1.84,3,40.4,0.4,1.07,21.55,0.8133428571428571,605.1600000000001,0.044444444444444446,111.0424,2.8467,7.742000000000006
V044,Van,CNG,4,75,1500,True,R019,Depot B,Port Terminal,257.1,225.9,1.48,2,55.5,-1.28,1.07,32.53,0.1506,90.25,0.026194690265486726,253.80912,0.22590000000000002,17.997000000000018
V004,Van,Diesel,10,75,1500,True,R024,Depot C,Zone 2,101.0,1346.7,1.44,1,51.4,-2.78,1.12,13.52,0.8978,184.96000000000004,0.02748091603053435,98.1922,1.3467,12.120000000000012
V027,Truck,Diesel,10,220,8000,True,R013,Central Hub,Metro Area,190.6,1088.3,1.75,2,47.7,-1.43,1.01,66.24,0.1360375,299.2899999999999,0.03593429158110883,187.87442,1.0883,1.9060000000000017
V036,Van,Diesel,6,75,1500,True,R019,Depot B,Port Terminal,259.5,1401.6,1.37,2,56.6,-1.64,1.08,34.87,0.9343999999999999,70.55999999999997,0.023784722222222224,255.2442,1.4016,20.76000000000002
V008,Semi-Trailer,Diesel,1,450,26000,True,R004,Depot C,Zone 3,266.6,16691.7,1.41,3,55.4,2.95,1.06,157.2,0.6419884615384616,92.16000000000003,0.024999999999999998,274.46470000000005,16.6917,15.996000000000016
V018,Light Commercial,Hybrid,9,100,3500,True,R017,Hub North,Zone 2,141.8,478.8,1.65,3,39.8,3.95,1.04,26.77,0.1368,635.0400000000002,0.04044117647058824,147.4011,0.4788,5.672000000000006
V021,Van,Diesel,10,75,1500,True,R017,Hub North,Zone 2,144.7,651.9,1.47,3,44.7,3.74,1.01,26.58,0.4346,412.08999999999986,0.03216630196936542,150.11178,0.6518999999999999,1.4470000000000012
V040,Van,CNG,2,75,1500,True,R001,Depot B,Port Terminal,287.4,479.2,1.32,1,61.3,-3.05,1.15,34.08,0.3194666666666667,13.69000000000002,0.021187800963081864,278.6343,0.4792,43.10999999999997
V059,Light Commercial,Diesel,7,100,3500,True,R017,Hub North,Zone 2,142.5,2725.8,1.61,3,50.8,3.92,1.18,41.84,0.7788,201.64000000000007,0.031081081081081086,148.08599999999998,2.7258,25.64999999999999
V051,Light Commercial,Diesel,8,100,3500,True,R022,Central Hub,Metro Area,262.6,1020.7,1.11,2,77.3,-2.42,1.08,40.95,0.29162857142857146,151.28999999999994,0.01417624521072797,256.24508000000003,1.0207,21.00800000000002
V012,Van,Petrol,1,75,1500,True,R012,Depot A,Zone 2,56.4,1203.4,1.0,2,44.1,1.54,1.05,9.38,0.8022666666666667,436.80999999999995,0.022172949002217293,57.26856,1.2034,2.8200000000000025
V002,Truck,Diesel,11,220,8000,True,R017,Hub North,Zone 2,144.1,2923.9,1.57,3,49.8,3.61,1.01,70.09,0.3654875,231.04000000000008,0.030905511811023623,149.30201,2.9239,1.4410000000000012
V004,Van,Diesel,10,75,1500,True,R009,Depot A,Industrial Park,89.6,1411.2,1.61,1,26.9,-2.88,1.09,15.12,0.9408000000000001,1451.6100000000001,0.05770609318996416,87.01951999999999,1.4112,8.064000000000007
V036,Van,Diesel,6,75,1500,True,R009,Depot A,Industrial Park,89.3,494.8,1.48,1,30.8,-2.67,1.22,11.72,0.3298666666666667,1169.64,0.04654088050314465,86.91569,0.4948,19.645999999999997
V010,Semi-Trailer,Diesel,12,450,26000,True,R004,Depot C,Zone 3,268.2,17737.6,1.25,3,58.1,2.83,1.05,176.28,0.6822153846153846,47.60999999999998,0.021150592216582064,275.79006,17.737599999999997,13.41000000000001
V014,Light Commercial,Diesel,4,100,3500,True,R010,Hub North,Zone 2,197.0,2730.6,1.4,2,55.0,3.45,1.04,52.35,0.7801714285714285,100.0,0.024999999999999998,203.7965,2.7306,7.880000000000007
V051,Light Commercial,Diesel,8,100,3500,True,R025,Hub North,Zone 1,67.1,994.0,1.7,2,26.7,-2.66,1.01,14.4,0.284,1466.8899999999999,0.061371841155234655,65.31514,0.994,0.6710000000000005
V053,Van,CNG,12,75,1500,True,R029,Depot A,Port Terminal,32.7,246.6,1.27,3,39.4,4.4,1.05,6.8,0.1644,655.3600000000001,0.031435643564356436,34.1388,0.24659999999999999,1.6350000000000016
V051,Light Commercial,Diesel,8,100,3500,True,R020,Central Hub,Port Terminal,200.0,1990.0,1.39,2,57.3,0.6,1.03,44.57,0.5685714285714286,59.29000000000004,0.023842195540308746,201.2,1.99,6.000000000000005
V016,Van,Petrol,6,75,1500,True,R019,Depot B,Port Terminal,257.0,1013.3,1.56,2,52.6,-2.29,1.0,39.0,0.6755333333333333,153.75999999999996,0.029104477611940297,251.1147,1.0132999999999999,0.0
V038,Light Commercial,Diesel,6,100,3500,True,R019,Depot B,Port Terminal,258.1,2781.4,1.48,2,53.3,-1.98,1.02,51.34,0.7946857142857143,136.89000000000007,0.02725598526703499,252.98962,2.7814,5.162000000000005
V037,Van,Petrol,6,75,1500,True,R015,Central Hub,Zone 3,163.5,497.8,1.64,2,47.4,2.08,1.02,29.26,0.3318666666666667,309.76000000000005,0.033884297520661154,166.90079999999998,0.4978,3.270000000000003
V012,Van,Petrol,1,75,1500,True,R013,Central Hub,Metro Area,190.5,1262.2,1.55,2,47.7,-2.08,1.07,29.62,0.8414666666666667,299.2899999999999,0.03182751540041068,186.5376,1.2622,13.335000000000012
V034,Van,Diesel,10,75,1500,True,R019,Depot B,Port Terminal,258.3,1317.6,1.38,2,52.1,-1.3,1.02,33.36,0.8784,166.40999999999997,0.02598870056497175,254.9421,1.3175999999999999,5.166000000000005
V032,Truck,Diesel,8,220,8000,True,R024,Depot C,Zone 2,101.2,6098.5,1.35,1,57.7,-2.19,1.02,36.69,0.7623125,53.28999999999996,0.022998296422487224,98.98372,6.0985,2.024000000000002
V024,Van,Diesel,7,75,1500,True,R013,Central Hub,Metro Area,190.8,159.7,1.85,2,36.3,-1.27,1.08,24.83,0.10646666666666665,823.6900000000002,0.04959785522788204,188.37684000000002,0.15969999999999998,15.264000000000015
V046,Truck,Diesel,4,220,8000,True,R017,Hub North,Zone 2,140.6,1393.1,1.37,3,55.3,4.65,1.1,58.54,0.1741375,94.09000000000006,0.024333925399644765,147.1379,1.3931,14.060000000000011
V041,Bus,Petrol,6,280,6000,True,R015,Central Hub,Zone 3,161.7,5688.5,1.82,2,37.0,2.22,1.08,116.64,0.9480833333333333,784.0,0.04789473684210527,165.28974,5.6885,12.93600000000001
V032,Truck,Diesel,8,220,8000,True,R009,Depot A,Industrial Park,87.9,5790.9,1.65,1,30.1,-2.68,1.18,37.85,0.7238625,1218.01,0.05305466237942122,85.54428,5.7909,15.821999999999996
V044,Van,CNG,4,75,1500,True,R009,Depot A,Industrial Park,88.4,949.2,1.69,1,25.4,-2.56,1.21,16.5,0.6328,1568.16,0.06401515151515151,86.13696000000002,0.9492,18.563999999999997
V046,Truck,Diesel,4,220,8000,True,R003,Depot B,Zone 1,293.1,6929.3,1.0,2,73.4,-1.78,1.07,97.38,0.8661625000000001,70.5600000000001,0.013440860215053762,287.88282000000004,6.9293000000000005,20.51700000000002
V035,Van,Petrol,9,75,1500,True,R014,Depot A,Metro Area,56.0,200.5,2.0,2,22.3,-3.11,1.11,10.28,0.13366666666666666,1823.2900000000002,0.08583690987124463,54.2584,0.2005,6.1600000000000055
